,Player,Division,Conference,Power5,School,Drafted?,position_pick_number,G,Rec,Rec Yds,Rec TD,Rec Yds/Rec,Rec Yds/G,Rec TD/G
1452,KeAndre Lambert-Smith,FBS,Big Ten,Y,Penn St.,N,Undrafted,13,53,673,4,12.7,51.8,0.3
1453,KeSean Carter,FBS,AAC,N,Houston,N,Undrafted,13,38,601,5,15.8,46.2,0.4
1454,Keanu Hill,FBS,FBS Independent,N,BYU,N,Undrafted,13,36,572,7,15.9,44.0,0.5
1455,Kearis Jackson,FBS,SEC,Y,Georgia,N,Undrafted,10,36,514,3,14.3,51.4,0.3
1456,Keavon Mitchell,FCS,MEAC,N,Bethune-Cookman,N,Undrafted,12,43,531,6,12.3,44.2,0.5
1457,Kedarian Jones,FBS,AAC,N,Memphis,N,Undrafted,14,39,609,4,15.6,43.5,0.3
1458,KeeSean Johnson,FBS,Mountain West,N,Fresno St.,Y,18.0,40,238,3126,22,13.1,78.2,0.6
1459,Keegan Gallery,FCS,Pioneer,N,Drake,N,Undrafted,11,44,536,1,12.2,48.7,0.1
1460,Keelan Doss,FCS,Big Sky,N,UC Davis,N,Undrafted,35,299,3744,26,12.5,107.0,0.7
1461,Keelan White,FCS,Big Sky,N,Montana,N,Undrafted,15,54,786,4,14.6,52.4,0.3
1462,Keenan Barnes,FBS,Sun Belt,N,Louisiana,N,Undrafted,10,37,539,2,14.6,53.9,0.2
1463,Keenan Curran,FCS,Big Sky,N,Montana,N,Undrafted,22,78,1404,17,18.0,63.8,0.8
1464,Keenan Holman,FBS,AAC,N,SMU,N,Undrafted,12,67,1037,9,15.5,86.4,0.8
1465,Keenen Johnson,FBS,AAC,N,Tulsa,N,Undrafted,24,90,1107,4,12.3,46.1,0.2
1466,Keevan Lucas,FBS,AAC,N,Tulsa,N,Undrafted,37,214,2841,27,13.3,76.8,0.7
1467,Kegan Moore,FCS,Pioneer,N,Stetson,N,Undrafted,22,75,1362,11,18.2,61.9,0.5
1468,Keiondre Gober,FCS,OVC,N,Eastern Ill.,N,Undrafted,11,48,894,9,18.6,81.3,0.8
1469,Keith Corbin,FCS,SWAC,N,Jackson St.,N,Undrafted,25,109,1612,17,14.8,64.5,0.7
1470,Keith Kirkwood,FBS,AAC,N,Temple,N,Undrafted,27,87,1319,11,15.2,48.9,0.4
1471,Keith Pearson,FCS,Big South,N,Presbyterian,N,Undrafted,10,52,565,2,10.9,56.5,0.2
1472,Keith Pearson Jr.,FCS,Pioneer,N,Presbyterian,N,Undrafted,19,136,1608,8,11.8,84.6,0.4
1473,Keiwone Malone,FBS,AAC,N,Memphis,N,Undrafted,25,70,866,5,12.4,34.6,0.2
1474,Keke Chism,FBS,SEC,Y,Missouri,N,Undrafted,9,35,458,1,13.1,50.9,0.1
1475,Keke Coutee,FBS,Big 12,Y,Texas Tech,Y,11.0,25,148,2319,17,15.7,92.8,0.7
1476,Kellon Taylor,FCS,NEC,N,Duquesne,N,Undrafted,13,44,576,2,13.1,44.3,0.2
1477,Kelly Akharaiyi,FBS,CUSA,N,UTEP,N,Undrafted,12,48,1033,7,21.5,86.1,0.6
1478,Kelsey Pope,FCS,SoCon,N,Samford,N,Undrafted,13,68,789,3,11.6,60.7,0.2
1479,Kelvin Benjamin,FBS,ACC,Y,Florida St.,Y,5.0,14,54,1011,15,18.7,72.2,1.1
1480,Kelvin Harmon,FBS,ACC,Y,NC State,Y,21.0,25,150,2203,11,14.7,88.1,0.4
1481,Kelvin McKnight,FCS,SoCon,N,Samford,N,Undrafted,44,313,4144,32,13.2,94.2,0.7
1482,Kendall Hinton,FBS,ACC,Y,Wake Forest,N,Undrafted,11,73,1001,4,13.7,91.0,0.4
1483,Kendall Parham,FBS,CUSA,N,UAB,N,Undrafted,13,29,608,6,21.0,46.8,0.5
1484,Kendall Sanders,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,25,75,914,8,12.2,36.6,0.3
1485,Kendrick Bourne,FCS,Big Sky,N,Eastern Wash.,N,Undrafted,39,204,3013,25,14.8,77.3,0.6
1486,Kendrick Roberts,FBS,MAC,N,Western Mich.,N,Undrafted,11,23,354,1,15.4,32.2,0.1
1487,Kenneth Dabney,FCS,SWAC,N,Mississippi Val.,N,Undrafted,11,17,331,3,19.5,30.1,0.3
1488,Kenneth Womack,FBS,MAC,N,Western Mich.,N,Undrafted,23,130,1412,4,10.9,61.4,0.2
1489,Kenny Bell,FBS,Big Ten,Y,Nebraska,Y,22.0,26,99,1365,10,13.8,52.5,0.4
1490,Kenny Cook,FCS,Big South,N,Gardner-Webb,N,Undrafted,22,140,1766,14,12.6,80.3,0.6
1491,Kenny Golladay,FBS,MAC,N,NIU,Y,12.0,37,229,3169,26,13.8,85.6,0.7
1492,Kenny Lawler,FBS,Pac-12,Y,California,Y,28.0,35,143,1706,27,11.9,48.7,0.8
1493,Kenny Shaw,FBS,ACC,Y,Florida St.,N,Undrafted,14,54,933,6,17.3,66.6,0.4
1494,Kent Shelby,FCS,Southland,N,McNeese,N,Undrafted,21,84,1293,9,15.4,61.6,0.4
1495,Kenzee Jackson,FBS,Sun Belt,N,ULM,N,Undrafted,12,79,866,4,11.0,72.2,0.3
1496,Keon Coleman,FBS,ACC,Y,Florida St.,Y,8.0,24,108,1456,18,13.5,60.7,0.8
1497,Keon Hatcher,FBS,SEC,Y,Arkansas,N,Undrafted,35,114,1647,16,14.4,47.1,0.5
1498,Keric Wheatfall,FBS,Mountain West,N,Fresno St.,N,Undrafted,13,38,616,4,16.2,47.4,0.3
1499,Kermit Whitfield,FBS,ACC,Y,Florida St.,N,Undrafted,13,57,798,6,14.0,61.4,0.5
1500,Kerry Thomas Jr.,FBS,CUSA,N,UTSA,N,Undrafted,13,35,555,8,15.9,42.7,0.6
1501,Keshawn Brown,FCS,NEC,N,Duquesne,N,Undrafted,12,37,667,7,18.0,55.6,0.6
1502,Keshunn Abram,FBS,MAC,N,Kent St.,N,Undrafted,14,47,699,3,14.9,49.9,0.2
1503,Kevin Austin,FBS,FBS Independent,N,Notre Dame,N,Undrafted,13,48,888,7,18.5,68.3,0.5
1504,Kevin Chillis,FCS,CAA,N,UAlbany,N,Undrafted,12,59,664,5,11.3,55.3,0.4
1505,Kevin Glears,FCS,Big South,N,Charleston So.,N,Undrafted,13,31,456,6,14.7,35.1,0.5
1506,Kevin Gulyas,FCS,CAA,N,Villanova,N,Undrafted,25,67,1285,16,19.2,51.4,0.6
1507,Kevin Kassis,FCS,Big Sky,N,Montana St.,N,Undrafted,28,122,1534,9,12.6,54.8,0.3
1508,Kevin Norwood,FBS,SEC,Y,Alabama,Y,20.0,12,38,568,7,14.9,47.3,0.6
1509,Kevin Ozier,FBS,Pac-12,Y,Arizona St.,N,Undrafted,14,23,354,1,15.4,25.3,0.1
1510,Kevin Shaa,FBS,FBS Independent,N,Liberty,N,Undrafted,11,25,450,4,18.0,40.9,0.4
1511,Kevin Smith,FBS,Pac-12,Y,Washington,N,Undrafted,13,50,765,4,15.3,58.8,0.3
1512,Kevin Vereen,FCS,MVFC,N,UNI,N,Undrafted,26,83,1314,10,15.8,50.5,0.4
1513,Kevin White,FBS,Big 12,Y,West Virginia,Y,2.0,13,109,1447,10,13.3,111.3,0.8
1514,Kevonn Mabon,FBS,MAC,N,Ball St.,N,Undrafted,36,214,2434,10,11.4,67.6,0.3
1515,Kevonte Martin-Manley,FBS,Big Ten,Y,Iowa,N,Undrafted,13,40,388,5,9.7,29.8,0.4
1516,Keyarris Garrett,FBS,AAC,N,Tulsa,N,Undrafted,23,143,2286,13,16.0,99.4,0.6
1517,Keyion Dixon,FCS,OVC,N,Eastern Ky.,N,Undrafted,9,37,607,6,16.4,67.4,0.7
1518,Keylon Stokes,FBS,AAC,N,Tulsa,N,Undrafted,45,225,3483,19,15.5,77.4,0.4
1519,Keyston Fuller,FCS,CAA,N,Richmond,N,Undrafted,12,53,962,10,18.2,80.2,0.8
1520,Keytaon Thompson,FBS,ACC,Y,Virginia,N,Undrafted,20,131,1569,1,12.0,78.4,0.0
1521,Khadarel Hodge,FCS,SWAC,N,Prairie View,N,Undrafted,11,48,844,12,17.6,76.7,1.1
1522,Khaleb Hood,FBS,Sun Belt,N,Ga. Southern,N,Undrafted,26,188,1873,8,10.0,72.0,0.3
1523,Khalil McClain,FBS,Sun Belt,N,Troy,N,Undrafted,11,32,383,6,12.0,34.8,0.5
1524,Khalil Shakir,FBS,Mountain West,N,Boise St.,Y,21.0,33,192,2708,19,14.1,82.1,0.6
1525,Khris Vaughn,FCS,Big Sky,N,UC Davis,N,Undrafted,12,53,756,9,14.3,63.0,0.8
1526,Kiaran Turner,FCS,Pioneer,N,Presbyterian,N,Undrafted,11,55,605,5,11.0,55.0,0.5
1527,Kierre Brown,FCS,CAA,N,Elon,N,Undrafted,24,107,1134,6,10.6,47.2,0.2
1528,Kirk Merritt,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,26,153,1811,19,11.8,69.7,0.7
1529,Kisean Johnson,FCS,SWAC,N,Alabama St.,N,Undrafted,19,93,1349,10,14.5,71.0,0.5
1530,Kitaro Lewis,FCS,Pioneer,N,Morehead St.,N,Undrafted,12,49,529,3,10.8,44.1,0.2
1531,Kobe Clark,FCS,WAC,N,Abilene Christian,N,Undrafted,34,214,2285,19,10.7,67.2,0.6
1532,Kobe Hudson,FBS,Big 12,Y,UCF,N,Undrafted,37,127,2121,19,16.7,57.3,0.5
1533,Kobe Smith,FBS,Mountain West,N,San Diego St.,N,Undrafted,13,58,691,4,11.9,53.2,0.3
1534,Kody Edwards,FCS,Southland,N,UIW,N,Undrafted,11,52,932,4,17.9,84.7,0.4
1535,Kofi Hughes,FBS,Big Ten,Y,Indiana,N,Undrafted,12,47,739,7,15.7,61.6,0.6
1536,Kolby Listenbee,FBS,Big 12,Y,TCU,Y,19.0,24,71,1350,9,19.0,56.2,0.4
1537,Kole Wilson,FBS,Sun Belt,N,Texas St.,N,Undrafted,13,66,747,8,11.3,57.5,0.6
1538,Konata Mumpfield,FBS,ACC,Y,Pittsburgh,N,Undrafted,36,165,1878,14,11.4,52.2,0.4
1539,Korey Robertson,FBS,CUSA,N,Southern Miss.,N,Undrafted,13,76,1106,12,14.6,85.1,0.9
1540,Kortez Weeks,FCS,CAA,N,Elon,N,Undrafted,23,108,1251,7,11.6,54.4,0.3
1541,Kris Drummond,FCS,MEAC,N,Savannah St.,N,Undrafted,12,23,296,2,12.9,24.7,0.2
1542,Kris Mitchell,FBS,CUSA,N,FIU,N,Undrafted,12,64,1118,6,17.5,93.2,0.5
1543,Kris Thornton,FCS,CAA,N,James Madison,N,Undrafted,33,196,2523,20,12.9,76.5,0.6
1544,Kristian Wilkerson,FCS,OVC,N,Southeast Mo. St.,N,Undrafted,47,219,3540,33,16.2,75.3,0.7
1545,Kristoff Williams,FBS,Pac-12,Y,Washington St.,N,Undrafted,12,51,490,0,9.6,40.8,0.0
1546,Krys Cates,FCS,OVC,N,Tennessee Tech,N,Undrafted,23,52,915,9,17.6,39.8,0.4
1547,Kwadarrius Smith,FBS,MAC,N,Akron,N,Undrafted,14,34,726,7,21.4,51.9,0.5
1548,Kwamie Lassiter II,FBS,Big 12,Y,Kansas,N,Undrafted,21,102,1111,5,10.9,52.9,0.2
1549,Kyani Harris,FCS,MVFC,N,Indiana St.,N,Undrafted,19,59,723,5,12.3,38.1,0.3
1550,Kyle Anthony,FCS,MEAC,N,Howard,N,Undrafted,44,203,2749,23,13.5,62.5,0.5
1551,Kyle Buss,FCS,NEC,N,Robert Morris,N,Undrafted,11,50,742,2,14.8,67.5,0.2
1552,Kyle Daly,FCS,Pioneer,N,Morehead St.,N,Undrafted,11,43,697,5,16.2,63.4,0.5
1553,Kyle Griswould,FBS,CUSA,N,Middle Tenn.,N,Undrafted,13,45,465,4,10.3,35.8,0.3
1554,Kyle Horton,FCS,Big South,N,Gardner-Webb,N,Undrafted,11,39,615,4,15.8,55.9,0.4
1555,Kyle Nunn,FBS,Mountain West,N,San Jose St.,N,Undrafted,12,36,505,5,14.0,42.1,0.4
1556,Kyle Philips,FBS,Pac-12,Y,UCLA,Y,23.0,23,119,1420,15,11.9,61.7,0.7
1557,Kyle Prater,FBS,Big Ten,Y,Northwestern,N,Undrafted,11,51,535,2,10.5,48.6,0.2
1558,Kyle Williams,FBS,Pac-12,Y,Washington St.,N,Undrafted,41,204,2633,17,12.9,64.2,0.4
1559,Kylon Harris,FCS,ASUN,N,SFA,N,Undrafted,11,61,694,8,11.4,63.1,0.7
1560,Kym Wimberly Jr.,FCS,Ivy League,N,Harvard,N,Undrafted,8,51,603,4,11.8,75.4,0.5
1561,Kyndel Dean,FCS,CAA,N,James Madison,N,Undrafted,13,47,614,5,13.1,47.2,0.4
1562,Kyren Lacy,FBS,SEC,Y,LSU,N,Undrafted,13,30,558,7,18.6,42.9,0.5
1563,L'Damian Washington,FBS,SEC,Y,Missouri,N,Undrafted,14,50,893,10,17.9,63.8,0.7
1564,L.T. Smith,FBS,MAC,N,Akron,N,Undrafted,12,24,428,3,17.8,35.7,0.2
1565,La'Michael Pettway,FBS,Big 12,Y,Iowa St.,N,Undrafted,13,55,676,6,12.3,52.0,0.5
1566,LaJohntay Wester,FBS,AAC,N,Fla. Atlantic,N,Undrafted,36,235,2589,20,11.0,71.9,0.6
1567,LaMartez Brooks,FCS,OVC,N,Murray St.,N,Undrafted,18,84,1204,9,14.3,66.9,0.5
1568,Lacoltan Bester,FBS,Big 12,Y,Oklahoma,N,Undrafted,12,27,392,2,14.5,32.7,0.2
1569,Ladarius Brown,FCS,Southland,N,Sam Houston,N,Undrafted,41,135,2038,18,15.1,49.7,0.4
1570,Ladarrien Davis,FCS,SWAC,N,Alcorn,N,Undrafted,12,23,371,3,16.1,30.9,0.2
1571,Ladd McConkey,FBS,SEC,Y,Georgia,Y,9.0,15,58,762,7,13.1,50.8,0.5
1572,Lamar Davenport,FCS,FCS Independent,N,Monmouth,N,Undrafted,12,25,348,3,13.9,29.0,0.2
1573,Lamar Scruggs,FCS,MEAC,N,N.C. Central,N,Undrafted,8,23,290,1,12.6,36.2,0.1
1574,Lance Lawson,FCS,Big Sky,N,Southern Utah,N,Undrafted,6,35,294,0,8.4,49.0,0.0
1575,Lance Lenoir,FCS,MVFC,N,Western Ill.,N,Undrafted,48,273,3796,28,13.9,79.1,0.6
1576,Lance McCutcheon,FCS,Big Sky,N,Montana St.,N,Undrafted,15,63,1219,9,19.3,81.3,0.6
1577,Landen Measom,FCS,Big Sky,N,Southern Utah,N,Undrafted,28,126,1643,11,13.0,58.7,0.4
1578,Landon Hurst,FCS,Pioneer,N,Morehead St.,N,Undrafted,23,94,1131,10,12.0,49.2,0.4
1579,Landon Lenoir,FCS,MVFC,N,Southern Ill.,N,Undrafted,35,147,2082,17,14.2,59.5,0.5
1580,Landon Parker,FCS,SoCon,N,Wofford,N,Undrafted,11,40,804,3,20.1,73.1,0.3
1581,Landon Ruggieri,FCS,Big South,N,Bryant,N,Undrafted,11,65,986,6,15.2,89.6,0.5
1582,Laquon Treadwell,FBS,SEC,Y,Ole Miss,Y,4.0,26,154,1761,16,11.4,67.7,0.6
1583,Laquvionte Gonzalez,FBS,Big 12,Y,Kansas,N,Undrafted,12,62,729,3,11.8,60.8,0.2
1584,Larry Jones III,FCS,Big South,N,Charleston So.,N,Undrafted,11,25,380,2,15.2,34.5,0.2
1585,Lasteven McKinney,FCS,MVFC,N,Southern Ill.,N,Undrafted,12,51,486,5,9.5,40.5,0.4
1586,Latrell Caples,FBS,Mountain West,N,Boise St.,N,Undrafted,14,51,549,4,10.8,39.2,0.3
1587,Lavatiae Kelly,FCS,OVC,N,Tennessee St.,N,Undrafted,11,31,360,1,11.6,32.7,0.1
1588,Lavel Davis Jr.,FBS,ACC,Y,Virginia,N,Undrafted,8,20,515,5,25.8,64.4,0.6
1589,Laviska Shenault Jr.,FBS,Pac-12,Y,Colorado,Y,9.0,20,142,1775,10,12.5,88.8,0.5
1590,Lavontis Smith,FCS,MEAC,N,N.C. Central,N,Undrafted,12,44,728,5,16.5,60.7,0.4
1591,Lawrence Arnold,FBS,Big 12,Y,Kansas,N,Undrafted,26,88,1498,10,17.0,57.6,0.4
1592,Lawrence Dickens,FCS,Pioneer,N,Marist,N,Undrafted,22,93,1222,4,13.1,55.5,0.2
1593,Lawrence Keys III,FBS,AAC,N,Tulane,N,Undrafted,10,33,599,7,18.2,59.9,0.7
1594,Lechein Neblett,FCS,MVFC,N,Illinois St.,N,Undrafted,14,55,1039,8,18.9,74.2,0.6
1595,Lee Doss,FCS,SWAC,N,Southern U.,N,Undrafted,12,78,1172,11,15.0,97.7,0.9
1596,Lee Kurfis,FCS,Patriot,N,Lehigh,N,Undrafted,11,99,1351,9,13.6,122.8,0.8
1597,Lenworth Lennon,FCS,MEAC,N,Florida A&M,N,Undrafted,11,33,406,2,12.3,36.9,0.2
1598,Leon Johnson III,FBS,Big 12,Y,Oklahoma St.,N,Undrafted,10,33,539,1,16.3,53.9,0.1
1599,Leon Kinnard,FCS,CAA,N,Towson,N,Undrafted,11,43,664,1,15.4,60.4,0.1
1600,Leonte Carroo,FBS,Big Ten,Y,Rutgers,Y,8.0,31,122,2373,29,19.5,76.5,0.9
1601,Leroy Henley,FCS,CAA,N,Richmond,N,Undrafted,13,73,832,10,11.4,64.0,0.8
1602,Leroy Thomas,FCS,SoCon,N,VMI,N,Undrafted,20,109,1151,6,10.6,57.6,0.3
1603,Lester Wells,FCS,Southland,N,Central Ark.,N,Undrafted,11,55,652,4,11.9,59.3,0.4
1604,Levar Gumms,FCS,Southland,N,Northwestern St.,N,Undrafted,6,20,207,1,10.4,34.5,0.2
1605,Levern Jacobs,FBS,ACC,Y,Maryland,N,Undrafted,12,47,640,3,13.6,53.3,0.2
1606,Levi Norwood,FBS,Big 12,Y,Baylor,N,Undrafted,13,47,733,8,15.6,56.4,0.6
1607,Lewis Bond,FBS,ACC,Y,Boston College,N,Undrafted,13,52,646,7,12.4,49.7,0.5
1608,Lideatrick Griffin,FBS,SEC,Y,Mississippi St.,N,Undrafted,12,50,658,4,13.2,54.8,0.3
1609,Lil'Jordan Humphrey,FBS,Big 12,Y,Texas,N,Undrafted,14,86,1176,9,13.7,84.0,0.6
1610,Lincoln Victor,FBS,Pac-12,Y,Washington St.,N,Undrafted,11,89,860,5,9.7,78.2,0.5
1611,Linell Bonner,FBS,AAC,N,Houston,N,Undrafted,23,178,2007,8,11.3,87.3,0.3
1612,Lionell McConnell,FCS,Southland,N,Abilene Christian,N,Undrafted,6,36,366,0,10.2,61.0,0.0
1613,Logan Loya,FBS,Pac-12,Y,UCLA,N,Undrafted,13,59,655,5,11.1,50.4,0.4
1614,Logan McCarter,FCS,SoCon,N,Furman,N,Undrafted,13,31,555,5,17.9,42.7,0.4
1615,Logan Tomlinson,FCS,CAA,N,New Hampshire,N,Undrafted,11,42,618,7,14.7,56.2,0.6
1616,Lonnie Moore IV,FCS,Big South,N,Monmouth,N,Undrafted,28,169,2097,18,12.4,74.9,0.6
1617,Lorenzo Thomas,FCS,MVFC,N,Missouri St.,N,Undrafted,9,21,253,0,12.0,28.1,0.0
1618,Louis Hollier Jr.,FCS,Southland,N,Northwestern St.,N,Undrafted,12,38,637,7,16.8,53.1,0.6
1619,Lucas Shapiro,FCS,Ivy League,N,Cornell,N,Undrafted,9,38,600,6,15.8,66.7,0.7
1620,Lucky Jackson,FBS,CUSA,N,Western Ky.,N,Undrafted,37,184,2296,11,12.5,62.1,0.3
1621,Lucky Whitehead,FBS,CUSA,N,Fla. Atlantic,N,Undrafted,12,76,706,6,9.3,58.8,0.5
1622,Lujuan Winningham,FCS,ASUN,N,Central Ark.,N,Undrafted,28,140,2176,25,15.5,77.7,0.9
1623,Luke Austin,FCS,Big Sky,N,Idaho St.,N,Undrafted,10,65,951,11,14.6,95.1,1.1
1624,Luke Colella,FCS,Ivy League,N,Princeton,N,Undrafted,10,46,613,6,13.3,61.3,0.6
1625,Luke Grimm,FBS,Big 12,Y,Kansas,N,Undrafted,25,85,1178,12,13.9,47.1,0.5
1626,Luke McCaffrey,FBS,AAC,N,Rice,Y,16.0,24,129,1715,19,13.3,71.5,0.8
1627,Luke Timian,FBS,Big Ten,Y,Indiana,N,Undrafted,12,68,589,2,8.7,49.1,0.2
1628,Luke Wooten,FCS,Pioneer,N,Butler,N,Undrafted,11,58,657,5,11.3,59.7,0.5
1629,Lukkas Londono,FCS,CAA,N,Towson,N,Undrafted,10,32,479,1,15.0,47.9,0.1
1630,Luther Burden,FBS,SEC,Y,Missouri,N,Undrafted,13,86,1212,9,14.1,93.2,0.7
1631,Lyndon Rash,FCS,SWAC,N,Grambling,N,Undrafted,11,32,518,5,16.2,47.1,0.5
1632,Lynn Bowden Jr.,FBS,SEC,Y,Kentucky,Y,14.0,13,67,745,5,11.1,57.3,0.4
1633,Lynquez Blair,FBS,Sun Belt,N,Georgia St.,N,Undrafted,11,52,538,6,10.3,48.9,0.5
1634,MJ Wright,FCS,Patriot,N,Fordham,N,Undrafted,34,166,2667,19,16.1,78.4,0.6
1635,Mac Hippenhammer,FBS,MAC,N,Miami (OH),N,Undrafted,25,102,1555,14,15.2,62.2,0.6
1636,Macgarrett Kings,FBS,Big Ten,Y,Michigan St.,N,Undrafted,14,43,513,3,11.9,36.6,0.2
1637,Mack Hollins,FBS,ACC,Y,North Carolina,Y,17.0,27,65,1358,16,20.9,50.3,0.6
1638,Madison Mangum,FCS,Big Sky,N,Idaho St.,N,Undrafted,22,153,2128,19,13.9,96.7,0.9
1639,Maika Mataele,FBS,Mountain West,N,UNLV,N,Undrafted,13,36,411,3,11.4,31.6,0.2
1640,Makai Jackson,FCS,NEC,N,Saint Francis (PA),N,Undrafted,12,85,991,9,11.7,82.6,0.8
1641,Makai Polk,FBS,SEC,Y,Mississippi St.,N,Undrafted,13,105,1046,9,10.0,80.5,0.7
1642,Malachi Corley,FBS,CUSA,N,Western Ky.,Y,12.0,40,253,2970,29,11.7,74.2,0.7
1643,Malachi Dupre,FBS,SEC,Y,LSU,Y,30.0,24,84,1291,9,15.4,53.8,0.4
1644,Malachi Fields,FBS,ACC,Y,Virginia,N,Undrafted,12,58,811,5,14.0,67.6,0.4
1645,Malachi Wideman,FCS,SWAC,N,Jackson St.,N,Undrafted,11,34,540,12,15.9,49.1,1.1
1646,Malcolm Eugene,FCS,CAA,N,Stony Brook,N,Undrafted,10,57,894,5,15.7,89.4,0.5
1647,Malcolm Mitchell,FBS,SEC,Y,Georgia,Y,10.0,13,58,865,5,14.9,66.5,0.4
1648,Malcolm Williams,FBS,Sun Belt,N,Coastal Carolina,N,Undrafted,12,47,724,5,15.4,60.3,0.4
1649,Malcome Kennedy,FBS,SEC,Y,Texas A&M,N,Undrafted,24,113,1269,13,11.2,52.9,0.5
1650,Malik Cross,FCS,SWAC,N,Texas Southern,N,Undrafted,9,33,395,1,12.0,43.9,0.1
1651,Malik Earl,FCS,MVFC,N,Missouri St.,N,Undrafted,21,97,1308,6,13.5,62.3,0.3
1652,Malik Golson,FCS,MEAC,N,Delaware St.,N,Undrafted,11,55,517,4,9.4,47.0,0.4
1653,Malik Heath,FBS,SEC,Y,Ole Miss,N,Undrafted,13,60,971,5,16.2,74.7,0.4
1654,Malik Knowles,FBS,Big 12,Y,Kansas St.,N,Undrafted,14,48,725,2,15.1,51.8,0.1
1655,Malik Love,FCS,CAA,N,New Hampshire,N,Undrafted,24,129,1253,4,9.7,52.2,0.2
1656,Malik Nabers,FBS,SEC,Y,LSU,Y,2.0,27,161,2586,17,16.1,95.8,0.6
1657,Malik Stanley,FBS,CUSA,N,Louisiana Tech,N,Undrafted,13,40,649,3,16.2,49.9,0.2
1658,Malik Turner,FBS,Big Ten,Y,Illinois,N,Undrafted,11,48,712,6,14.8,64.7,0.5
1659,Malik Washington,FBS,ACC,Y,Virginia,Y,26.0,36,219,2698,12,12.3,74.9,0.3
1660,Malik Williams,FBS,Sun Belt,N,App State,N,Undrafted,39,148,1953,14,13.2,50.1,0.4
1661,Manassah Bailey,FCS,MEAC,N,Morgan St.,N,Undrafted,11,37,610,6,16.5,55.5,0.5
1662,Manasseh Bailey,FCS,MEAC,N,Morgan St.,N,Undrafted,12,53,976,10,18.4,81.3,0.8
1663,MarQeese Dietz,FCS,CAA,N,UAlbany,N,Undrafted,15,45,515,3,11.4,34.3,0.2
1664,Marcel Caver,FCS,MVFC,N,Youngstown St.,N,Undrafted,10,21,393,3,18.7,39.3,0.3
1665,Marcell Ateman,FBS,Big 12,Y,Oklahoma St.,Y,27.0,26,104,1922,13,18.5,73.9,0.5
1666,Marcell Barbee,FBS,Sun Belt,N,Texas St.,N,Undrafted,12,40,584,10,14.6,48.7,0.8
1667,Marcus Armstrong-Brown,FBS,Mountain West,N,Hawaii,N,Undrafted,14,50,573,2,11.5,40.9,0.1
1668,Marcus Green,FBS,Sun Belt,N,ULM,Y,20.0,36,167,2382,20,14.3,66.2,0.6
1669,Marcus Henry,FBS,CUSA,N,Middle Tenn.,N,Undrafted,25,78,1076,7,13.8,43.0,0.3
1670,Marcus Johnson,FBS,Big 12,Y,Texas,N,Undrafted,11,22,350,2,15.9,31.8,0.2
1671,Marcus Kemp,FBS,Mountain West,N,Hawaii,N,Undrafted,40,165,2460,13,14.9,61.5,0.3
1672,Marcus Lucas,FBS,SEC,Y,Missouri,N,Undrafted,14,58,692,3,11.9,49.4,0.2
1673,Marcus McGill,FBS,MAC,N,Buffalo,N,Undrafted,24,90,1154,4,12.8,48.1,0.2
1674,Marcus Riley,FCS,SWAC,N,Florida A&M,N,Undrafted,12,34,584,5,17.2,48.7,0.4
1675,Marcus Rosemy-Jacksaint,FBS,SEC,Y,Georgia,N,Undrafted,13,34,535,4,15.7,41.2,0.3
1676,Marcus Simms,FBS,Big 12,Y,West Virginia,N,Undrafted,23,81,1362,7,16.8,59.2,0.3
1677,Marcus Sullivan,FBS,Mountain West,N,UNLV,N,Undrafted,9,45,505,5,11.2,56.1,0.6
1678,Marcus Taylor,FCS,MEAC,N,Norfolk St.,N,Undrafted,22,111,1214,8,10.9,55.2,0.4
1679,Mario Alford,FBS,Big 12,Y,West Virginia,Y,29.0,25,92,1497,13,16.3,59.9,0.5
1680,Mario Hull,FBS,CUSA,N,Rice,N,Undrafted,13,32,621,8,19.4,47.8,0.6
1681,Mario Williams,FBS,Pac-12,Y,Southern California,N,Undrafted,12,40,631,5,15.8,52.6,0.4
1682,Mark Chapman,FBS,MAC,N,Central Mich.,N,Undrafted,26,103,1467,9,14.2,56.4,0.3
1683,Mark Pope,FBS,ACC,Y,Miami (FL),N,Undrafted,11,33,403,2,12.2,36.6,0.2
1684,Mark Roberts,FCS,Southland,N,Lamar University,N,Undrafted,12,46,1157,13,25.2,96.4,1.1
1685,Mark Ross,FCS,Patriot,N,Lafayette,N,Undrafted,12,74,1078,8,14.6,89.8,0.7
1686,Markcus Hardy,FCS,SWAC,N,Prairie View,N,Undrafted,10,35,524,7,15.0,52.4,0.7
1687,Markeith Ambles,FBS,AAC,N,Houston,N,Undrafted,13,32,539,4,16.8,41.5,0.3
1688,Markese Triplett,FBS,CUSA,N,Southern Miss.,N,Undrafted,23,73,1087,5,14.9,47.3,0.2
1689,Markis McCray,FBS,Sun Belt,N,ULM,N,Undrafted,12,48,583,6,12.1,48.6,0.5
1690,Markis Merrill,FCS,OVC,N,Jacksonville St.,N,Undrafted,7,24,363,2,15.1,51.9,0.3
1691,Marlon Williams,FBS,AAC,N,UCF,N,Undrafted,20,122,1756,16,14.4,87.8,0.8
1692,Marqise Lee,FBS,Pac-12,Y,Southern California,Y,6.0,11,57,791,4,13.9,71.9,0.4
